step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
710.0,164,2110.0,5.368956743002545,4.004599219652133,13,2139.0,0.2006496614727119,22,2174.0,0.16761869147097602,9,2280.0,0.22155723475537198,1,6.0,0.3425273972488962,17,735.0,0.09605193559733917,0,78.0,0.48512146888866353,12,429.0,0.20604009999470096,22,1371.0,0.20939391127285825,2,7.0,0.6771154588801876,0,0.0,0.7484282000443294,15,862.0,0.22800246454593184,13,257.0,0.12502437890984194,2,6.0,0.26866910406797717,0,2.0,0.7940057148079643,31,1178.0,0.10986422477270566,5,626.0,0.40837293258776775,164,12150.0
715.0,149,1670.0,4.206549118387909,4.011773043473627,18,2220.0,0.14067035214126972,17,2260.0,0.17794005421209325,16,2349.0,0.08897313020049243,0,5.0,0.6541888345928327,13,799.0,0.13005564751996904,1,6.0,0.40381158558433183,2,265.0,0.5466539750992344,22,1481.0,0.20944604376474893,0,5.0,0.8365226113024266,2,7.0,0.6043373655355107,17,844.0,0.07944441251387722,14,333.0,0.06664861633238281,1,12.0,0.19842334808607617,0,2.0,0.8629598510263959,23,1003.0,0.07166495965972328,3,567.0,0.4678865795492221,149,12158.0
720.0,157,1608.0,4.0708860759493675,3.5727570456935487,21,2312.0,0.1114472597045692,12,2327.0,0.15795622842342358,23,2450.0,0.14560941600721156,0,0.0,0.7671634839484363,15,866.0,0.10528610314315934,2,5.0,0.49872060203031426,2,269.0,0.3534807386242705,25,1597.0,0.014513596349408886,0,4.0,0.40796244282708877,0,2.0,0.5849552172483128,18,741.0,0.10514154570469518,14,405.0,0.3765767867984041,0,5.0,0.8073900250656695,2,9.0,0.3060455333294119,15,1033.0,0.09755618021763308,8,593.0,0.27724163275285996,157,12618.0
725.0,192,2126.0,5.2754342431761785,3.414444223816495,27,2425.0,0.1176406926066826,14,2388.0,0.16135815739403295,29,2580.0,0.16843172704468054,0,0.0,0.3898272935193719,22,961.0,0.14610693176000114,6,31.0,0.4943279416160626,8,298.0,0.14373005180691756,29,1737.0,0.02036801601489951,6,23.0,0.3737824878044189,0,0.0,0.8902444119332202,11,742.0,0.21461064290090556,14,475.0,0.33100238314774033,0,4.0,0.895550597821032,0,15.0,0.47977607177073905,11,1101.0,0.11666394590410092,15,651.0,0.02189348494428231,192,13431.0
730.0,216,2721.0,6.819548872180451,3.3469820271318915,30,2566.0,0.10703781329460367,23,2487.0,0.09629267179517098,30,2726.0,0.16445893116115368,0,0.0,0.45772990293523835,28,1083.0,0.10248187988952684,2,34.0,0.2814149913449911,14,360.0,0.1759659022250748,23,1588.0,0.16427645696701879,1,25.0,0.485141594702447,0,2.0,0.8612619930051836,13,781.0,0.28100311057808836,19,555.0,0.1436605919010763,0,0.0,0.9472838052644945,0,4.0,0.8537984311851259,14,1159.0,0.21353532191105618,19,734.0,0.15619583259004602,216,14104.0
735.0,236,3388.0,8.427860696517413,3.3522663712699177,33,2725.0,0.09675829177750514,29,2615.0,0.08345552546518341,30,2876.0,0.15509677187721221,1,1.0,0.3244861372023008,28,1044.0,0.03231625221314123,5,31.0,0.21045234981777314,18,448.0,0.3451723435519575,13,1280.0,0.31297763701463804,2,11.0,0.5114614295257569,1,6.0,0.7310525087801009,14,842.0,0.21611915195372036,21,659.0,0.11843861321772665,0,0.0,0.6655951722146648,1,3.0,0.3723548390627536,19,1245.0,0.23789033939344972,21,839.0,0.2337816769686032,236,14625.0
740.0,241,3986.0,9.721951219512196,3.2415790793574395,36,2902.0,0.07271053749602271,31,2769.0,0.10939115111529284,30,3030.0,0.08040426307160313,3,16.0,0.6298117699572761,26,893.0,0.15789478588661082,1,34.0,0.5259423467017446,20,541.0,0.2338957098102005,7,1231.0,0.21061540212544252,0,3.0,0.5738329621918108,0,4.0,0.7806606960197864,21,935.0,0.11916950764246419,21,764.0,0.0821012771648122,1,6.0,0.34664693867499635,1,10.0,0.2505294045538687,27,1363.0,0.19695603350543656,16,785.0,0.23146809463192403,241,15286.0
745.0,233,4420.0,10.574162679425838,3.5294327036166955,31,2776.0,0.10743824857033647,31,2926.0,0.11829538089494346,31,3181.0,0.037238529182161854,0,8.0,0.6382364516100446,16,911.0,0.23132104654591898,0,4.0,0.8329560762774856,24,656.0,0.18376203986913697,7,1262.0,0.13944064275756646,0,0.0,0.9728512990294043,2,8.0,0.461708040197517,28,1060.0,0.08279118902045904,21,869.0,0.1176370754459141,0,4.0,0.8842796731227325,0,4.0,0.8608828614625215,33,1517.0,0.18784347886642097,9,570.0,0.19374756027896803,233,15756.0
750.0,231,4402.0,10.60722891566265,3.320645572941507,24,2352.0,0.160182914761495,26,2739.0,0.1260350599015323,36,3351.0,0.025530270854092634,0,0.0,0.4567871319225242,12,971.0,0.26951051716283236,2,8.0,0.3401382979665523,18,654.0,0.11630846085441161,14,1325.0,0.23688462752937559,1,5.0,0.5546016794203265,1,4.0,0.47308586269175673,34,1220.0,0.026541532494921093,15,807.0,0.18585207928445258,0,8.0,0.7934273643141376,0,4.0,0.8961984408361533,36,1695.0,0.10029012233120906,12,615.0,0.12931126358973766,231,15758.0
755.0,205,3578.0,8.748166259168704,3.341774273905985,16,2440.0,0.18188827173931463,22,1941.0,0.14353002282340832,30,3150.0,0.04903485773665319,0,4.0,0.6693435023168499,8,886.0,0.24731289749424284,0,12.0,0.2429354859109541,13,525.0,0.14790086614188586,21,1414.0,0.35437536315227175,3,16.0,0.6156345306954735,2,9.0,0.49447544202305865,36,1402.0,0.023148796360457555,8,510.0,0.20558044925063332,2,11.0,0.5368353618389933,0,0.0,0.7210633495666766,31,1695.0,0.09019550222153899,13,666.0,0.06908719507009514,205,14681.0
760.0,159,2529.0,6.138349514563107,4.051210320311839,14,2511.0,0.17806497550480282,15,2017.0,0.20641590792226694,20,2585.0,0.08832613154512602,0,4.0,0.8587316377570092,8,731.0,0.1641202845912286,0,8.0,0.8102125857414569,0,452.0,0.3066211449931497,24,1524.0,0.18145196813698317,0,11.0,0.6691654128240092,0,6.0,0.5569624909944999,30,1416.0,0.14932305836655527,2,475.0,0.25976325268285766,6,31.0,0.5068821474827716,0,2.0,0.3826162968477868,25,1436.0,0.08568695166938865,15,696.0,0.2799876703912127,159,13905.0
765.0,147,1914.0,4.6911764705882355,4.1878803838700405,15,2579.0,0.15970709236443287,10,2073.0,0.22094241518698185,14,2346.0,0.13534545141152335,0,4.0,0.8377286989045969,9,715.0,0.12444633372177616,1,10.0,0.8330850163003028,7,457.0,0.1632559579514639,30,1663.0,0.00035025874981065095,1,5.0,0.46634176357665236,0,0.0,0.9517090051325933,22,1194.0,0.20051498255775096,6,500.0,0.43372686286852585,0,28.0,0.5378776188766305,0,4.0,0.8234908586960091,16,1520.0,0.09755000067855059,16,754.0,0.22933251063930185,147,13852.0
770.0,153,1479.0,3.5552884615384617,3.841691950863093,20,2372.0,0.13652007612715106,8,1834.0,0.24478271591942052,9,2399.0,0.2437677289578332,2,8.0,0.2391814894841991,9,737.0,0.21030943031511365,3,15.0,0.4866444552294945,12,506.0,0.09411265413409745,24,1567.0,0.04781581996647607,1,9.0,0.3389449413480468,1,5.0,0.5431387300776134,15,966.0,0.17410342054229946,12,549.0,0.3839112608947866,4,17.0,0.4771812295251169,0,4.0,0.8956766041877364,13,1575.0,0.10245542764790176,20,847.0,0.14339045274095624,153,13410.0
775.0,159,1307.0,3.141826923076923,3.8151183355893106,16,2446.0,0.13078705143978464,5,1362.0,0.2241757569699234,13,2454.0,0.2889539857233635,7,32.0,0.16127978243449456,13,790.0,0.23696680711087242,7,42.0,0.02180063046589707,18,585.0,0.043618443966646485,14,1226.0,0.2713729942195771,3,17.0,0.6199557954340319,3,16.0,0.5752005607428063,6,957.0,0.21298974470714413,17,626.0,0.069288601729985,6,42.0,0.31999637288486865,1,1.0,0.4348325956229659,14,1636.0,0.0969725260142089,16,688.0,0.19794564812637735,159,12920.0
780.0,156,1223.0,2.925837320574163,3.598042634502582,20,2531.0,0.11875944378213518,3,1362.0,0.21606617488296181,19,2535.0,0.17635403297972962,8,72.0,0.3930631857388404,16,759.0,0.09778386677454592,8,86.0,0.15372045524810748,22,689.0,0.07763746396895975,6,1079.0,0.28814357960160486,1,17.0,0.6032908480602064,0,13.0,0.6832300950516849,6,977.0,0.33603022960221296,17,593.0,0.06613260929226498,1,44.0,0.1833102226280712,1,14.0,0.3548715890655358,21,1727.0,0.16796121780911855,7,732.0,0.2265573240577478,156,13230.0
785.0,168,1498.0,3.583732057416268,3.9178030354339533,21,2640.0,0.10861112043886922,10,1392.0,0.20563702740851966,26,2651.0,0.08824838610607265,8,112.0,0.2997171796011219,16,634.0,0.09187650796328116,2,79.0,0.6109229076971731,22,803.0,0.22194324655485556,7,1108.0,0.2420603919608109,3,14.0,0.45047552150205655,0,4.0,0.49284846495833173,4,885.0,0.33538944318845015,10,420.0,0.3177085366119458,3,25.0,0.68675463969815,0,8.0,0.8396078759520152,28,1853.0,0.14243726406836246,8,765.0,0.1376871280940936,168,13393.0
790.0,183,1854.0,4.352112676056338,3.8528115346328633,24,2749.0,0.11534211403854606,17,1461.0,0.16451676046419283,31,2802.0,0.024485203790879866,3,99.0,0.0814103776037909,13,645.0,0.1273252819335046,0,21.0,0.8628932755516653,22,913.0,0.3236122949385074,13,1160.0,0.13125990239384838,7,43.0,0.3497970402687901,1,4.0,0.3934383164157318,4,674.0,0.26398356422506153,4,361.0,0.4384540195884159,0,16.0,0.8391161579112106,0,8.0,0.8951316514676674,28,1799.0,0.07773103145022392,16,834.0,0.04502925670262952,183,13589.0
795.0,201,2271.0,5.269141531322505,3.6010972323235984,30,2879.0,0.07883062135359253,23,1562.0,0.10197001802953069,25,2609.0,0.17541423175687426,4,52.0,0.35032805933497585,13,686.0,0.12205259183664302,0,4.0,0.5024809365309381,25,1028.0,0.13345840267751063,18,1239.0,0.04409650183944877,1,41.0,0.39699782703941267,3,15.0,0.4845906110256803,2,627.0,0.25266682144056574,8,382.0,0.3138299795554117,2,6.0,0.4559249842689791,1,3.0,0.44498563732947705,27,1495.0,0.07293207265296531,19,927.0,0.27185424065599234,201,13555.0
800.0,223,2819.0,6.480459770114942,3.7840080629854764,36,3043.0,0.0965778028298236,25,1686.0,0.15850108839094354,15,2071.0,0.3316972792544802,0,16.0,0.785402453372328,15,757.0,0.11746852474210424,6,18.0,0.10066227427587372,30,1167.0,0.032167538470032384,22,1346.0,0.019125721763628867,2,14.0,0.5330832986974723,1,10.0,0.6362973178499276,9,648.0,0.1774278762052522,15,441.0,0.17858618115929126,7,29.0,0.11355768270237593,5,22.0,0.11415291340448022,15,1586.0,0.2251464012851124,20,1024.0,0.22818716808728323,223,13878.0
805.0,218,3292.0,7.602771362586605,3.8198791983103835,31,2878.0,0.1271585924392381,19,1535.0,0.18590578586634934,7,1821.0,0.28830118130237764,0,4.0,0.8529770086139512,20,850.0,0.15687297366180625,7,51.0,3.75828775116814e-06,30,1317.0,0.040210397026472465,22,1458.0,0.13437539003413246,0,7.0,0.6037458606716869,1,9.0,0.8468082683967666,13,707.0,0.12807194086694507,20,528.0,0.04444089308878888,8,73.0,0.09028365878279346,0,20.0,0.6318983380492538,14,1638.0,0.3077897849384212,26,1148.0,0.2457777298499152,218,14044.0
810.0,206,3245.0,7.707838479809976,3.7414227972702654,24,2210.0,0.14049212002492018,12,1024.0,0.2720361992621031,6,1847.0,0.236023901893602,2,6.0,0.3362075068511292,28,979.0,0.19516268169911888,1,49.0,0.47810128423145964,24,1268.0,0.21072763450589393,22,1570.0,0.2781683369100765,0,4.0,0.867893421133209,1,3.0,0.5675591676742802,19,793.0,0.049095361063192136,25,646.0,0.03485276143157324,2,71.0,0.5268284587243278,0,8.0,0.7938690076207915,14,1696.0,0.260435221733823,26,1278.0,0.13560706570821338,206,13452.0
815.0,213,3264.0,7.555555555555555,3.793736477311187,16,2290.0,0.1831013209328571,8,1059.0,0.22269539403344724,13,1878.0,0.06969116314874248,7,32.0,0.1580792317986292,30,986.0,0.20622451106247064,0,12.0,0.7715311401508398,15,1048.0,0.3312724160946421,22,1678.0,0.3000922120250982,0,4.0,0.911698085167168,2,11.0,0.5550241757962339,27,916.0,0.02690257187432612,25,775.0,0.03502111904963835,0,15.0,0.8839516562508318,0,4.0,0.7625680074302152,22,1790.0,0.1306819359085879,26,1408.0,0.036110733864606365,213,13906.0
820.0,216,3291.0,7.513698630136986,3.6453092342714273,14,2363.0,0.2141899688262756,8,1090.0,0.23265207334628987,18,1957.0,0.07160354623505924,2,40.0,0.5443684771444498,28,877.0,0.18494009106637174,1,14.0,0.8034901095106474,15,1049.0,0.209130718813201,24,1795.0,0.09529206225464268,2,6.0,0.5052406196067594,1,5.0,0.5513392125009074,29,910.0,0.14362033815013492,19,750.0,0.20715654198455882,1,17.0,0.7348919345346925,0,8.0,0.7898465654928325,28,1915.0,0.04181557604982534,26,1538.0,0.034576360988177256,216,14334.0
825.0,189,2855.0,6.563218390804598,3.9738241284334257,11,2135.0,0.18629522531944184,10,932.0,0.20542107567927967,23,2071.0,0.22581625564318972,0,12.0,0.6795270233280886,20,979.0,0.13422239691770596,1,19.0,0.7866014104747483,12,1113.0,0.1391615733763887,29,1932.0,5.9583606368288834e-05,1,13.0,0.37443592587420743,1,9.0,0.6171323420893006,22,723.0,0.20912230747854896,9,574.0,0.3948447372745931,1,24.0,0.7695055095418208,0,4.0,0.7688338100722811,29,1848.0,0.02228856723447064,20,1419.0,0.08870802181545542,189,13807.0
830.0,157,2154.0,4.884353741496598,4.404942517158212,10,1630.0,0.2074083719097403,9,619.0,0.2773602596483181,23,2186.0,0.30442122578187264,1,7.0,0.14878123944980423,14,1039.0,0.11524767814323562,3,26.0,0.11355563176138325,15,1175.0,0.09393076135361436,23,1779.0,0.05335539224449121,2,15.0,0.6712414241737668,1,14.0,0.7799634331533302,15,750.0,0.17152594879279623,8,571.0,0.2003690364691016,1,29.0,0.7680762079655422,0,4.0,0.874623613378219,22,1587.0,0.12881709849089115,10,1056.0,0.2777630337218918,157,12487.0
835.0,147,1636.0,3.769585253456221,4.278488560557657,11,1139.0,0.23832034771357763,6,565.0,0.23021174714276027,25,2306.0,0.14738038280267177,1,12.0,0.5464609819470618,16,1099.0,0.14766880462879203,7,58.0,0.06633128260035313,21,1269.0,0.14901008228910526,13,1252.0,0.24762278301190635,1,12.0,0.6947272781768135,0,4.0,0.7842590367859091,12,811.0,0.10913380859375955,9,618.0,0.14160366030104596,0,5.0,0.3969999252013592,0,2.0,0.7222207113130628,18,1680.0,0.21794925314075775,7,935.0,0.3063334057093515,147,11767.0
840.0,160,1642.0,3.9095238095238094,4.050954012813214,8,1166.0,0.21127489616634165,8,592.0,0.19827979438965823,31,2450.0,0.00020342087270857278,0,0.0,0.9005183588523423,23,1200.0,0.05946215187321073,1,44.0,0.2582333031034023,27,1394.0,0.22768051220266355,7,1298.0,0.33492704704986553,3,18.0,0.5237421683143406,3,10.0,0.5498658410920242,13,872.0,0.13021358363475508,15,680.0,0.21424415452486467,0,4.0,0.8004440171850385,0,2.0,0.8735237100958856,14,1759.0,0.19077806008175707,7,971.0,0.27433359594228446,160,12460.0
845.0,191,2011.0,4.811004784688995,3.8273317303698415,10,1180.0,0.2756245793490833,12,641.0,0.19675518698835417,25,2217.0,0.023346827271855858,0,4.0,0.6316627594063233,25,1171.0,0.12038045915807045,0,12.0,0.8217686696888429,30,1539.0,0.17735624981710157,9,1331.0,0.2150799561339346,7,44.0,0.3443346254466739,1,8.0,0.45618241880586496,19,960.0,0.17581765198291863,22,773.0,0.2216420113276804,1,8.0,0.7914772866364064,0,4.0,0.8934648819878711,16,1828.0,0.12888103814466045,14,1026.0,0.14247480671437052,191,12746.0
850.0,211,2354.0,5.525821596244131,3.7759165024736747,16,1246.0,0.2348004991491234,14,565.0,0.16521425565868916,16,1398.0,0.1749891862615955,0,4.0,0.6580906364611762,21,1009.0,0.17998601464740271,1,14.0,0.8286594455543289,34,1700.0,0.0402200803359177,14,1392.0,0.0631561726191002,2,45.0,0.41148321179098335,1,9.0,0.7331995081484713,28,1081.0,0.20281879062719702,26,894.0,0.09464379877626801,1,9.0,0.7728121335725607,0,4.0,0.8447266243323538,19,1704.0,0.06796877165359984,18,1113.0,0.16209340853417337,211,12187.0
855.0,215,2712.0,6.411347517730497,3.968451706459937,17,1107.0,0.16596925268680315,14,378.0,0.20935934914972887,10,1459.0,0.25709113855662485,0,4.0,0.7953032287946535,14,768.0,0.15667355699714758,1,19.0,0.8219617992309118,35,1875.0,4.6966782079462287e-07,20,1481.0,0.19690867311962615,1,16.0,0.6943845986616752,1,6.0,0.8081364991010568,35,1236.0,0.14696019155667842,26,1024.0,1.6521512624613205e-06,0,0.0,0.6138729148784381,1,7.0,0.7515187109334458,16,1267.0,0.1431631218771608,24,1225.0,0.2988254817163355,215,11872.0
860.0,203,2941.0,6.936320754716981,3.724197659714931,16,809.0,0.1455108804172241,10,208.0,0.2650582956987748,9,1501.0,0.1758588810319404,1,5.0,0.4127642270838125,7,807.0,0.2044126219362166,3,28.0,0.5713295003029182,35,2050.0,0.05167749711005521,16,1314.0,0.26293829040739863,2,19.0,0.7347745256642695,2,13.0,0.7326501126426155,36,1414.0,0.04477553817961044,20,1006.0,0.025823939640808553,2,15.0,0.24565086454984997,1,8.0,0.6922720600248639,16,1236.0,0.26208884770762886,27,1354.0,0.08589598336946798,203,11787.0
865.0,191,2712.0,6.366197183098592,3.5842390370652226,14,874.0,0.17003752012782603,5,216.0,0.29600027505614607,14,1560.0,0.061200789791755326,7,28.0,0.44737192169750817,8,833.0,0.27412950814638476,10,62.0,0.3234234772613023,29,1988.0,0.13816814834726668,9,953.0,0.23171162765247935,4,32.0,0.4720725027823129,0,4.0,0.46898273856810063,32,1409.0,0.042486115284029104,10,824.0,0.15692240482642245,4,35.0,0.6482385599477525,1,13.0,0.45895215449828247,12,1304.0,0.252192527419387,32,1510.0,0.03022869073207136,191,11645.0
870.0,185,2463.0,5.7546728971962615,3.83647177797134,13,938.0,0.17090800651849694,8,217.0,0.3073035582354962,21,1634.0,0.0460491252235155,7,63.0,0.3776049529064112,14,891.0,0.27863075951712263,13,122.0,0.2456364234362599,19,1673.0,0.1556953364226069,4,892.0,0.31573432592431605,9,68.0,0.1843988274858158,4,17.0,0.38349556754216085,24,1229.0,0.18557813191234807,4,798.0,0.3728547738801049,0,23.0,0.7561606314691398,0,4.0,0.8105629333817195,13,1363.0,0.18587217046994844,32,1670.0,3.81685533632774e-07,185,11602.0
875.0,189,2461.0,5.670506912442396,3.530895394231191,9,818.0,0.21039360168918217,15,278.0,0.2005957412157095,24,1754.0,0.18210833972915635,2,58.0,0.13199786056895269,21,980.0,0.21583351102663478,13,187.0,0.12846799843257659,14,1756.0,0.1257965471944972,8,912.0,0.2532418611812609,14,132.0,0.24543462684973716,0,16.0,0.499608461889416,16,1157.0,0.25568659722698406,8,828.0,0.3127502279394165,0,4.0,0.5278660455115651,0,4.0,0.8592735542013139,19,1451.0,0.06501636303415373,26,1586.0,0.02365931560755529,189,11921.0
880.0,210,2506.0,5.669683257918552,3.6879185709100453,6,546.0,0.22386963041971242,19,366.0,0.23254710807907542,24,1874.0,0.3285734206654312,5,28.0,0.25542455557453075,28,1105.0,0.13707011092428403,10,225.0,0.06224827956993774,12,1821.0,0.11030619788311963,14,969.0,0.05583254222672443,14,202.0,0.21532795139693284,2,6.0,0.566841736240587,13,1223.0,0.19034575202995038,15,886.0,0.2601751038464562,5,19.0,0.2899097864573926,0,0.0,0.43618410546484265,27,1575.0,0.12939425652944309,16,1188.0,0.20446535650855027,210,12033.0
885.0,221,2593.0,5.960919540229885,3.1979360166449258,5,514.0,0.20694416517958789,24,477.0,0.1024400323182329,28,2000.0,0.1773101722678057,1,29.0,0.5653149831715155,35,1266.0,0.04554827707541537,5,184.0,0.07806506653767832,16,1889.0,0.16309280764224993,21,1064.0,0.02167841837258398,9,203.0,0.2344094712529184,0,7.0,0.5752517447176934,11,1137.0,0.14316268772386742,21,983.0,0.1443317793501394,7,53.0,0.2867191264871001,0,4.0,0.4237634993847593,28,1474.0,0.1513086713788884,10,1158.0,0.3379781114169997,221,12442.0
890.0,215,2810.0,6.50462962962963,3.269798080241227,8,547.0,0.20543213836545235,30,617.0,0.10918858659448126,32,2153.0,0.11515555545800378,1,5.0,0.6932064993169745,36,1446.0,2.736465712614386e-05,2,190.0,0.22344739727275778,23,1989.0,0.195605138105388,15,942.0,0.20256414076598195,3,127.0,0.4015541338669281,0,4.0,0.8963462715146738,7,919.0,0.26594942889766227,27,1108.0,0.17185313270473324,1,49.0,0.25870437135418906,0,8.0,0.7814487898141249,23,1205.0,0.09660563986679592,7,1194.0,0.3122040656401785,215,12503.0
895.0,218,3070.0,7.041284403669724,3.400897132684636,14,606.0,0.19500816662828901,30,767.0,0.11089678125835735,29,2020.0,0.03957881544098624,1,14.0,0.4621747871806748,32,1450.0,0.021769153607454093,8,203.0,0.39114914941800155,31,2123.0,0.1759775004202864,5,516.0,0.4347584031324254,2,105.0,0.39548920302577695,0,4.0,0.7597154657160917,5,877.0,0.2987999432283545,31,1255.0,0.10022484365962497,2,18.0,0.2814382339603309,0,8.0,0.8543355030432013,15,1298.0,0.10654882197632305,13,1245.0,0.22665747913042503,218,12509.0
900.0,217,3118.0,7.0542986425339365,3.771558732271488,20,695.0,0.11234755659799157,24,807.0,0.13283618838690883,20,1592.0,0.11190045525125439,1,19.0,0.721988083507176,23,1293.0,0.18309491541076037,9,224.0,0.5205568259766435,33,2287.0,0.07383339945573411,3,524.0,0.44551620171898637,6,123.0,0.3415855707387588,3,11.0,0.5721966096852342,9,892.0,0.2204836656578298,35,1426.0,0.0740136752338979,0,4.0,0.8125302469313133,0,4.0,0.7339819835998609,12,1358.0,0.21717717021717034,19,1329.0,0.14725514057191508,217,12588.0
905.0,210,3146.0,7.053811659192825,3.915258672494932,26,814.0,0.10993953554299567,16,723.0,0.20504434209999126,9,1386.0,0.20677541313973852,0,2.0,0.8908669057047137,16,1386.0,0.204632760535488,9,269.0,0.44101540729059274,33,2456.0,0.026977531749848745,8,554.0,0.23688185036456647,1,95.0,0.6132217036705504,2,13.0,0.4230271409214805,13,949.0,0.20892307560514842,35,1601.0,1.9666932019601014e-07,0,4.0,0.8955872051971632,1,7.0,0.3695908314577959,14,1420.0,0.2767376927348808,27,1450.0,0.05955481725573973,210,13129.0
910.0,228,3464.0,7.613186813186813,3.7348226619748037,27,809.0,0.11832735759766672,8,739.0,0.24497510615339887,6,1405.0,0.27735481533099815,0,0.0,0.7483952083879744,13,1450.0,0.19796221651267293,12,323.0,0.2322772157977016,33,2621.0,0.0937063241748869,14,613.0,0.0004124035309930802,2,11.0,0.7184008949852425,3,21.0,0.6598031064386103,18,964.0,0.13026266864606553,35,1781.0,0.03217973714502891,0,0.0,0.8404557241285011,5,25.0,0.39886883137276524,22,1504.0,0.161013884747408,30,1598.0,0.08728016576140074,228,13864.0
915.0,241,3824.0,8.612612612612613,3.1731566924397105,24,664.0,0.14781649640567088,8,770.0,0.24585678949600243,13,1452.0,0.2178975947765004,4,8.0,0.022750223401393387,9,1347.0,0.27383729724471845,15,399.0,0.17981006094196395,33,2786.0,0.14113276046793818,14,683.0,5.432240152057057e-07,1,6.0,0.5277551329154099,3,36.0,0.665807244034471,22,1064.0,0.042950461757817304,30,1736.0,0.1542383088909858,1,5.0,0.22738578512282706,7,59.0,0.49144397178393934,27,1626.0,0.03156918954700815,30,1748.0,0.05817805855419314,241,14389.0
920.0,226,3744.0,8.470588235294118,3.01780972345421,17,598.0,0.19536770014860805,8,718.0,0.21257996101656917,19,1532.0,0.0924497136276027,0,15.0,0.5383125071296129,8,1031.0,0.2404714696467681,15,476.0,0.31143500337490415,27,2644.0,0.11806765831549848,8,565.0,0.11806981498736119,5,21.0,0.3821402249253335,5,54.0,0.3391181955778341,26,1176.0,0.02710648351885451,21,1378.0,0.23616204835578872,2,19.0,0.7188147363439047,7,90.0,0.4129209693085703,34,1786.0,0.013604900772904108,24,1645.0,0.01621998378079497,226,13748.0
925.0,188,3005.0,6.737668161434978,3.62869051763762,9,646.0,0.24759294923499592,8,573.0,0.23041741517972888,24,1650.0,0.14756702298710547,0,0.0,0.916343351847525,3,975.0,0.13927771970767028,16,552.0,0.18208840863756426,20,2113.0,0.20873313208200975,0,309.0,0.6302483250064224,6,52.0,0.5277046830912436,10,97.0,0.3248926651927082,28,1308.0,0.02386205443956969,14,1457.0,0.17661742654284973,0,8.0,0.9155692122350727,4,81.0,0.2545021734667619,31,1721.0,0.12038022796189045,15,1324.0,0.16194156584393735,188,12866.0
930.0,171,2411.0,5.43018018018018,3.5522526350340713,10,675.0,0.2539228557348381,7,602.0,0.21048325964901785,27,1775.0,0.16431339288615374,0,0.0,0.3289001663009944,7,994.0,0.16639426905911237,21,649.0,0.02227823243649675,9,2043.0,0.17706713311819136,3,311.0,0.5036205323212187,1,45.0,0.6012100754877643,4,93.0,0.3800857785466151,31,1455.0,0.1192103451823331,10,1519.0,0.12631374707320078,2,7.0,0.5110586903293666,6,42.0,0.31394005769536604,22,1455.0,0.18080555043136065,11,1374.0,0.28801658412405967,171,13039.0
935.0,191,2473.0,5.483370288248337,3.630623359114277,17,743.0,0.17528965122038084,8,639.0,0.1905495771318913,30,1920.0,0.17860887718697588,4,16.0,0.13587582205020118,13,1044.0,0.11233772780822676,23,764.0,0.03885545680191815,6,2068.0,0.18943166646070472,9,340.0,0.14952085572353863,3,13.0,0.49773789756785675,2,42.0,0.6511236807341383,34,1616.0,0.2020745927372897,14,1578.0,0.22794679607624077,0,7.0,0.3566705346769505,1,32.0,0.3054479503637375,18,1548.0,0.07876048817160325,9,1422.0,0.22555451552482314,191,13792.0
940.0,220,3225.0,7.087912087912088,3.6128109987878787,23,845.0,0.1387645048612739,14,699.0,0.17631688104151658,30,2068.0,0.08435699796644597,0,14.0,0.672520903978499,18,1122.0,0.06948991253044019,23,879.0,0.16498445092856615,13,2119.0,0.2108942526456002,9,249.0,0.04818321823360211,3,13.0,0.3717895233532475,1,23.0,0.7031772749749293,37,1790.0,0.13938695139666263,22,1672.0,0.19488678950158145,2,4.0,0.25245282326771074,0,7.0,0.7346293577896996,10,1354.0,0.19393677022430258,15,1481.0,0.12999520799481215,220,14339.0
945.0,232,3857.0,8.686936936936936,3.4094377267685654,30,984.0,0.08083823269167086,21,791.0,0.12569221400292477,30,2222.0,0.02772041939993427,0,2.0,0.881279224167948,19,1066.0,0.06135943324611478,23,994.0,0.22208298039965785,19,2203.0,0.21578599868665801,0,121.0,0.4398711317320823,5,32.0,0.37803895216708017,2,31.0,0.40702209557851227,31,1772.0,0.1155800570044143,28,1805.0,0.13383207375299916,0,4.0,0.8165905183739346,0,8.0,0.8788105574766594,3,1359.0,0.2510423304465917,21,1573.0,0.12461097245098472,232,14967.0
