step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
60.0,32,266.0,1.705128205128205,8.274689633790903,7,72.0,0.33642044690334244,2,7.0,0.47608060739621794,1,23.0,0.7837295493203906,0,0.0,0.9534644426096763,12,192.0,0.18533080552685857,0,43.0,0.266804850191851,0,2.0,0.422993916394911,0,2.0,0.9373867535712112,0,0.0,0.9278947967430579,0,0.0,0.9418217025282235,3,15.0,0.672555108986275,1,8.0,0.6454638917462956,4,18.0,0.44728077740294975,0,0.0,0.9682649052999173,2,14.0,0.4987364254285202,0,6.0,0.9183807137056701,32,402.0
65.0,54,488.0,2.9575757575757575,7.380783859267685,11,123.0,0.301275663500365,7,29.0,0.34668727186506226,2,29.0,0.5833522886311825,0,0.0,0.783633158348545,14,257.0,0.2943178292617981,0,0.0,1.0,0,4.0,0.8844024618249446,1,4.0,0.775052025948465,0,0.0,0.9459374881579901,0,0.0,0.9306370255348865,4,34.0,0.6559638661234493,6,23.0,0.36999027087998326,4,38.0,0.3974380946910779,0,0.0,0.705869532830437,4,25.0,0.5080845135784349,1,7.0,0.5706038468720083,54,573.0
70.0,70,626.0,3.4972067039106145,7.102701509130874,13,185.0,0.31967897404649703,7,64.0,0.35457014578368273,5,47.0,0.4916734032894355,2,6.0,0.6061412861152493,10,246.0,0.41141371572776547,0,4.0,0.7544190120881555,0,4.0,0.8780951291012257,1,9.0,0.6544556937435678,0,0.0,0.971541209556897,0,0.0,0.9561691423058402,7,58.0,0.5129058003698663,8,61.0,0.3064068710536835,4,58.0,0.41079715237912656,1,5.0,0.755356365298605,6,49.0,0.49348512259624794,6,20.0,0.3816926539619555,70,816.0
75.0,61,642.0,3.546961325966851,6.488768375600032,15,256.0,0.22069887287520665,2,58.0,0.3862320190241263,5,72.0,0.35888924195914873,0,0.0,0.6435258501831701,4,156.0,0.3086976300329457,0,4.0,0.9141357608607583,2,6.0,0.6047717467658755,0,2.0,0.44333039145968234,0,4.0,0.791830112164333,0,0.0,0.9509213884410928,8,97.0,0.3325522258272384,8,101.0,0.1932152667521883,0,31.0,0.7111769174025121,0,4.0,0.752642230946802,9,89.0,0.47867291163989817,8,58.0,0.43090895750403074,61,938.0
80.0,70,946.0,4.851282051282051,6.772552237279227,17,337.0,0.22846838147826362,3,13.0,0.5176145563460229,5,97.0,0.15792382056014515,0,0.0,0.9629349793138146,1,129.0,0.35910986506524406,0,4.0,0.9076670960959999,4,25.0,0.6200340295883704,0,4.0,0.8778953511271453,2,8.0,0.7267959823378677,0,0.0,0.9589747715743693,10,145.0,0.3844644603157492,8,141.0,0.0,1,2.0,0.41691372740894234,1,7.0,0.7130026033585131,10,137.0,0.41649733204672124,8,98.0,0.415748416689185,70,1147.0
85.0,66,1002.0,4.794258373205742,6.541321358951105,18,424.0,0.22809168630654358,0,4.0,0.5768255721353533,5,126.0,0.14553771056297185,0,3.0,0.4897646282624347,7,149.0,0.3298429716564752,1,6.0,0.5748926150139918,4,45.0,0.5308247361219539,0,2.0,0.9565594678217924,3,20.0,0.6571071507663688,0,0.0,0.9572877616254639,6,135.0,0.3816402921765383,2,131.0,0.21820310216351368,0,7.0,0.5013784783929257,0,4.0,0.6993903678188478,12,191.0,0.3564163719444351,8,138.0,0.2601940070106275,66,1385.0
90.0,70,1084.0,5.065420560747664,6.812968829000085,21,523.0,0.16219189379240556,0,0.0,0.953669394008976,0,73.0,0.6198546244995009,0,7.0,0.7999783203043415,13,202.0,0.32155657854687897,5,24.0,0.5072143010713476,4,65.0,0.3294969113447223,0,0.0,0.908184228842836,2,17.0,0.39388284468752044,0,0.0,0.9684956429855492,2,68.0,0.4665266868819308,0,48.0,0.8386212347437121,0,8.0,0.7438596947437027,1,6.0,0.5134697527548961,14,258.0,0.16575306575459978,8,178.0,0.10536382849581777,70,1477.0
95.0,89,1480.0,6.757990867579909,6.763918574241383,22,631.0,0.1820842796987428,0,0.0,0.9463608604680873,0,4.0,0.8582208347943237,0,7.0,0.9053917754018614,17,281.0,0.2664462914920479,7,59.0,0.36722851971790743,4,85.0,0.0,2,2.0,0.0009754174714091349,7,32.0,0.3627740648962608,0,0.0,0.957404322472345,2,35.0,0.5007746043309205,0,8.0,0.9321398839740359,0,6.0,0.8597780329360558,4,25.0,0.42014876996126294,16,336.0,0.13516106439461592,8,218.0,0.0,89,1729.0
100.0,95,1759.0,7.817777777777778,6.097129064521377,24,748.0,0.1783435274214108,0,0.0,0.9698634311312235,0,4.0,0.6495857454425704,0,4.0,0.7821360721036935,19,371.0,0.21956269062723907,7,94.0,0.11846900425490396,4,105.0,0.317823297661525,2,12.0,0.3495218817821184,7,67.0,0.3454380681526696,0,0.0,0.9656122130189575,6,53.0,0.4073419806065526,1,5.0,0.5583169135272665,1,8.0,0.653506406666685,4,45.0,0.41333747869389653,18,422.0,0.26860286383363097,2,183.0,0.433804506204247,95,2121.0
105.0,96,1950.0,8.74439461883408,5.7477154614030965,26,875.0,0.12371513644917988,0,0.0,0.9583542210573874,0,4.0,0.8820486950851532,3,8.0,0.3606359801200242,20,470.0,0.05414408697859126,1,77.0,0.18535578725901947,4,129.0,0.485884532071243,0,0.0,0.8854238823792412,1,58.0,0.48505899388767765,0,4.0,0.7339869888973787,10,99.0,0.3579420698885512,6,25.0,0.35981994161111786,6,23.0,0.30434539860737403,0,25.0,0.6485979362882792,19,517.0,0.3006213081837568,0,59.0,0.8016783527824286,96,2373.0
110.0,109,2291.0,9.832618025751072,6.1450760884910345,27,1009.0,0.11809241520406004,0,0.0,0.9614830494754112,0,4.0,0.935677222608897,5,29.0,0.00022916932615787465,17,468.0,0.21779451391889784,1,23.0,0.45427209068891267,4,149.0,0.6386661327985871,0,0.0,0.8860923751446768,2,15.0,0.5089443684259906,0,4.0,0.9146256158111552,12,156.0,0.27133318515482846,8,64.0,0.3471681650188094,8,62.0,1.9138194559508195e-05,2,5.0,0.584666643039545,21,616.0,0.2268223386759287,2,66.0,0.681189037729116,109,2670.0
115.0,94,2159.0,8.921487603305785,6.050006658404832,30,1154.0,0.14128442982964942,0,0.0,0.9621586969652688,1,1.0,0.6466649068527421,5,58.0,0.3718861436339137,8,361.0,0.3489309700594157,1,6.0,0.8113452469862751,4,169.0,0.5379937182111881,0,0.0,0.8410586994079559,0,2.0,0.5407065111500049,0,4.0,0.9200542896064284,15,225.0,0.2609850514839564,3,64.0,0.35533699921564593,8,106.0,0.08646286202925589,0,1.0,0.5886012397172369,17,606.0,0.2184013572247437,2,78.0,0.46639856725524576,94,2835.0
120.0,89,2017.0,8.300411522633745,5.6995079514830636,32,1308.0,0.08769495015318578,0,0.0,0.9590379265190371,1,6.0,0.13066616816104512,5,83.0,0.6066230343260828,6,393.0,0.21648455616222817,1,11.0,0.846130852411325,7,196.0,0.06908032708429043,1,1.0,0.4149488265598229,0,0.0,0.9431891844432132,1,5.0,0.518978293421208,16,302.0,0.17599674181037073,4,33.0,0.3181910985073334,2,101.0,0.6152150957023541,0,4.0,0.7605117845970208,11,475.0,0.2691824838068289,2,90.0,0.5949031462689984,89,3008.0
125.0,93,2253.0,8.94047619047619,5.446853846267228,33,1470.0,0.10756183360584079,0,0.0,0.8750060472635051,1,6.0,0.28060474672999247,6,110.0,0.4380125478819508,9,433.0,0.15807636051610383,2,18.0,0.2917962702929221,10,240.0,0.27168344641005054,2,9.0,0.00020322465728276633,0,0.0,0.9623298698927615,2,10.0,0.4312987376478624,18,388.0,0.20032275865442947,2,28.0,0.24092324401728754,0,22.0,0.8446941667728874,1,5.0,0.7937706077933337,5,452.0,0.2786213874696854,2,104.0,0.6418345966031791,93,3295.0
130.0,114,2749.0,10.73828125,5.120000475010205,35,1643.0,0.09805286621230104,1,3.0,0.6017517026561664,1,11.0,0.6484034948525156,10,150.0,0.15479048484439115,15,496.0,0.2370999074711013,7,46.0,0.0004647617063217578,10,290.0,0.4399541444904029,0,0.0,0.9523035793289112,0,0.0,0.970838221416142,2,11.0,0.49110346541549554,19,483.0,0.21904840171577192,1,19.0,0.44293008354961594,0,4.0,0.5672406062109809,2,13.0,0.6601487659282971,7,480.0,0.2668722279665152,4,117.0,0.4072127152776281,114,3766.0
135.0,140,3367.0,13.101167315175097,4.500796797164651,36,1823.0,0.0726205992577417,0,3.0,0.5375721046665903,1,16.0,0.7503110742893543,10,201.0,0.03252562475810072,21,590.0,0.25776339110489205,7,81.0,6.067806337298379e-06,10,338.0,0.3407094651059389,0,0.0,0.9498631997338473,0,0.0,0.9576393927116348,1,10.0,0.40479962361354,21,587.0,0.2118137737814163,1,24.0,0.3246876807216434,7,23.0,0.2948675925264189,2,9.0,0.37868371873442586,15,537.0,0.1547876613207377,8,153.0,0.41364434887580587,140,4395.0
140.0,134,3006.0,11.300751879699249,4.737926450123823,31,1803.0,0.0983270322091345,0,2.0,0.8064001345583242,1,21.0,0.7999241221401786,4,170.0,0.32964016418152436,26,711.0,0.16434830142676607,1,67.0,0.3979818385978894,4,248.0,0.1466022904073336,0,4.0,0.7200059116653019,0,0.0,0.9596135000739472,1,5.0,0.6699626988248307,24,700.0,0.1227908473662611,0,2.0,0.8528050288648146,7,57.0,0.21203300401559927,6,30.0,0.3806120071470888,20,628.0,0.16769674779550478,9,194.0,0.3032511093898784,134,4642.0
145.0,132,2741.0,10.114391143911439,5.541433960720229,24,1590.0,0.1475680223603535,0,4.0,0.8988944719161831,1,26.0,0.7470076736959896,0,61.0,0.6590409611725404,28,850.0,0.09359798553508376,0,14.0,0.8035097047399767,4,99.0,0.6003941516731444,1,5.0,0.6461001702104424,0,0.0,0.9838029046388694,1,1.0,0.6307370428809902,25,823.0,0.055348409903130384,0,2.0,0.9169390649391093,7,94.0,0.3466098279116979,7,65.0,0.4377085522817912,25,744.0,0.18296826547693437,9,239.0,9.169130636704153e-07,132,4617.0
150.0,132,2744.0,10.200743494423792,4.985304730645719,16,1682.0,0.15752606855540674,0,4.0,0.9002434857160448,1,33.0,0.5675633778732274,2,50.0,0.46779015831804405,31,998.0,0.06935693532861327,1,18.0,0.7573278962328138,3,102.0,0.6507548076893076,2,15.0,0.6932458692005721,0,0.0,0.9278835578478812,3,11.0,0.45752649473548246,27,956.0,0.03452422015454997,0,0.0,0.7365746869969343,7,129.0,0.40667421666557757,7,96.0,0.25466074749415907,29,882.0,0.099005303757489,3,132.0,0.2254348956172897,132,5108.0
155.0,137,2953.0,10.816849816849818,4.710445464747755,16,1761.0,0.16838936505582133,2,8.0,0.4835042575463751,1,7.0,0.7727453972051498,3,67.0,0.5788309130377823,32,1154.0,0.1332450050353992,1,23.0,0.6236484779283658,6,111.0,0.3352533485433449,2,4.0,0.6032829342952908,0,0.0,0.9429112953061257,0,6.0,0.5286712947497163,29,1099.0,0.15514375610476888,0,0.0,0.9189443330109089,8,166.0,0.31520961683281074,7,135.0,0.10307861346175966,30,1029.0,0.027241690988064865,0,52.0,0.7345874510668355,137,5622.0
160.0,149,3504.0,12.425531914893616,4.856579103490609,14,1826.0,0.17502552969870433,0,3.0,0.4757813558446825,1,12.0,0.8210832868802048,3,82.0,0.6291847405706379,34,1322.0,0.10121496347840779,1,28.0,0.0,10,155.0,0.16527416690891325,5,23.0,0.16678646801535846,0,2.0,0.8733212553391372,0,0.0,0.8923875024537297,31,1249.0,0.20864475759083814,1,1.0,0.4936658717819757,8,206.0,0.25815541719059437,7,170.0,0.40782876903968796,32,1184.0,0.022019069127716142,2,55.0,0.6195845046483155,149,6318.0
165.0,161,4081.0,14.47163120567376,4.139179823547496,20,1917.0,0.13040383381972853,3,12.0,0.4260260386020834,2,7.0,0.4897624832815296,3,95.0,0.25496160626226,36,1499.0,5.806099272647323e-05,0,0.0,0.9570671246935006,10,209.0,0.09213527939763896,5,48.0,0.4690486181878165,1,5.0,0.68598141393189,1,3.0,0.6948094782386597,32,1405.0,0.10936479505102853,2,8.0,0.23445051767060324,2,166.0,0.2977429072572369,7,203.0,0.45572334330759123,34,1349.0,0.0796989812144836,3,70.0,0.42513731622570927,161,6996.0
170.0,174,4848.0,17.314285714285713,3.969528448671082,27,2038.0,0.08445962332760092,0,8.0,0.5595938078671836,6,30.0,0.09560607385870103,4,111.0,0.45749171796571403,36,1679.0,0.0,0,0.0,0.9169452596405023,10,259.0,0.3692315970776357,5,73.0,0.5310992525080241,3,14.0,0.7115645501873321,2,10.0,0.5147511797304486,35,1574.0,0.10214411412256896,0,6.0,0.3988531537069653,1,46.0,0.4307878018785777,7,240.0,0.49920904744036404,35,1523.0,0.13296291163968188,3,89.0,0.15239307147174475,174,7700.0
175.0,165,5300.0,18.928571428571427,3.9153911393848464,32,2190.0,0.09787115790533171,0,0.0,0.8734763895333886,1,32.0,0.18988990593926805,4,133.0,0.5780910778088338,30,1669.0,0.06440457652314147,0,2.0,0.7322742736675023,10,309.0,0.35492914813691184,5,98.0,0.3509337025150001,0,4.0,0.5986893501555269,0,3.0,0.6390611893340825,36,1752.0,0.09558198999392907,0,4.0,0.835204747643277,1,19.0,0.12872164014159354,7,277.0,0.4094887592648148,36,1703.0,0.14909063168632433,3,104.0,0.468094177147238,165,8299.0
180.0,158,5190.0,18.469750889679716,4.4432061281108375,36,2369.0,0.09617507737469727,0,0.0,0.8950550240728301,1,7.0,0.7308550268301959,4,155.0,0.5730731108191545,22,1476.0,0.1856427429256582,0,4.0,0.81699615256048,6,246.0,0.1528254622650005,5,127.0,0.39668639388939725,4,11.0,0.43102822000776264,0,0.0,0.7860047789926271,36,1932.0,0.07198976860907846,0,4.0,0.9130108859541177,1,27.0,0.7364940165693762,4,219.0,0.33988509676364764,36,1883.0,0.09378070866785429,3,117.0,0.38664481950225094,158,8577.0
185.0,141,5089.0,17.793706293706293,4.971808291087525,32,2307.0,0.1128485064715389,2,7.0,0.5855065615186688,0,6.0,0.7440133987592508,4,175.0,0.49766493580610227,16,1569.0,0.21172210280150996,0,4.0,0.9000429448640748,5,93.0,0.1826978094670255,5,152.0,0.6550450934325878,4,31.0,0.47341000807360073,1,1.0,0.6978657712122501,36,2112.0,0.049117867738681605,0,0.0,0.8827725159516729,0,4.0,0.8856163902217945,0,55.0,0.5377554752584958,36,2063.0,0.11512647014981842,0,40.0,0.7451360565930466,141,8619.0
190.0,121,3911.0,13.486206896551725,4.357787600574368,24,1994.0,0.14294805482119816,0,4.0,0.7056404826280344,0,4.0,0.9617589981448914,0,77.0,0.24113348143806035,15,1646.0,0.15026819967054442,2,8.0,0.26721278113872454,1,96.0,0.344590117476897,5,177.0,0.6250677499422818,1,20.0,0.5184450150819381,3,14.0,0.47923758539812045,31,2075.0,0.04176409732201974,2,12.0,0.30662218631440114,2,8.0,0.4415839998604351,1,57.0,0.35521966568578756,33,2024.0,0.08230163133906943,1,7.0,0.6947082672186347,121,8223.0
195.0,104,2437.0,8.550877192982457,4.600998863649991,16,2084.0,0.14369476610011245,0,4.0,0.9219088103755357,0,6.0,0.8140051198754462,0,0.0,0.6986637893041133,17,1719.0,0.0713568664950334,0,5.0,0.12082814311942233,4,102.0,0.44548134676300677,3,118.0,0.14644014803571087,3,11.0,0.4274623430267221,0,12.0,0.6655666480013486,24,1838.0,0.078645964146118,2,22.0,0.7267486800248241,0,3.0,0.11178634814103146,7,82.0,0.13494588226932583,26,1777.0,0.07474100680683878,2,13.0,0.6141360332259126,104,7796.0
200.0,82,1472.0,5.146853146853147,5.3489540508939815,14,2157.0,0.17294187397274596,2,7.0,0.56039396699364,0,4.0,0.8563416600852,4,6.0,0.589116808736189,16,1629.0,0.06443996932439483,1,7.0,0.3016526571781859,1,47.0,0.5942989581663107,3,22.0,0.3543786013271715,0,7.0,0.525086605416749,0,4.0,0.9013163981590218,17,1929.0,0.18975255482457787,0,8.0,0.8496910855435243,0,4.0,0.46711019764617623,8,121.0,0.36349511257379624,16,1687.0,0.1366861860455626,0,10.0,0.63904660167454,82,7649.0
205.0,81,689.0,2.426056338028169,5.657219208720063,15,2223.0,0.19723837842551903,1,6.0,0.41887549510858174,0,2.0,0.9322194410289656,4,26.0,0.45898821259153627,15,1364.0,0.18664246754190372,1,16.0,0.7709589664318865,2,15.0,0.6505751261018893,2,19.0,0.566999925640524,0,2.0,0.8650703983155039,2,7.0,0.523042480741676,15,2004.0,0.23981473397277328,2,9.0,0.6335202303162452,2,8.0,0.6304208523742557,8,161.0,0.4709516503992673,11,1738.0,0.1664903764534062,1,10.0,0.5679755582881398,81,7610.0
210.0,99,708.0,2.501766784452297,5.05797082991226,19,2313.0,0.13798367783521762,2,11.0,0.49044761469596904,0,0.0,0.9828991216813094,5,48.0,0.24007845651515922,14,1432.0,0.1941670576590566,0,7.0,0.9311964976435231,1,7.0,0.4689013904798185,5,38.0,0.5884849811454659,1,6.0,0.7764408481648779,0,5.0,0.5552273928472043,15,2065.0,0.17707779745379434,6,29.0,0.22013081908136908,2,18.0,0.6430362325399555,8,197.0,0.3250694061498537,15,1795.0,0.225211987042162,6,29.0,0.4412436634155707,99,8000.0
215.0,115,915.0,3.0912162162162162,4.04805933367822,28,2434.0,0.08383064903140437,0,4.0,0.5527148177172047,0,0.0,0.05423342990974843,1,41.0,0.4484459350488006,14,1501.0,0.1486860616032206,0,4.0,0.5191242214863596,5,20.0,0.3577017549037785,3,38.0,0.1762898806978982,2,13.0,0.6631213196007627,3,10.0,0.5382099028814167,21,2159.0,0.17110344326744142,6,61.0,0.05051376230517415,0,5.0,0.2027555511872286,4,141.0,0.08143145089757634,20,1879.0,0.19974090600692757,8,64.0,0.4222771555503589,115,8374.0
220.0,123,1240.0,4.119601328903655,4.567350653109518,34,2590.0,0.07492893244538322,0,0.0,0.9002753838125965,2,18.0,0.5661255430930019,0,3.0,0.7603791497708307,15,1564.0,0.16928975645366465,5,22.0,0.3115112237675517,0,17.0,0.2843935956179942,5,21.0,0.16870658490669474,1,11.0,0.4615469740216071,0,6.0,0.5939467644914631,28,2285.0,0.12138538990974383,0,48.0,0.5770890820290004,0,4.0,0.3963001895621617,5,68.0,0.20287132717535755,26,1997.0,0.15187949694842703,2,62.0,0.3808900194555162,123,8716.0
225.0,152,1819.0,6.104026845637584,4.660084332699943,36,2769.0,0.09282274546878448,2,4.0,0.47576328283490216,2,28.0,0.7706479094685407,1,10.0,0.2962872007365672,22,1660.0,0.166089520632745,0,23.0,0.24871041993878865,3,9.0,0.1258673317381072,4,35.0,0.4417221283281687,6,25.0,0.3592019181153835,0,0.0,0.8237724178575606,36,2447.0,0.052010427530809505,0,4.0,0.8514358857079936,0,8.0,0.8697939227215533,2,69.0,0.5015798028089212,33,2145.0,0.13528521876580518,5,32.0,0.11494815342840818,152,9268.0
230.0,147,2276.0,7.821305841924398,4.58111512276166,32,2658.0,0.11001305373346526,3,21.0,0.40897664457996935,0,8.0,0.618944908231812,1,15.0,0.7200943319938954,27,1785.0,0.11949181045757766,2,11.0,0.22688931979601504,0,13.0,0.6779741019522323,4,40.0,0.5933601229497019,0,24.0,0.5619065894676779,1,6.0,0.5241544537817978,36,2627.0,1.7550152696604235e-05,0,0.0,0.5068384612301587,0,8.0,0.9056473153005212,2,59.0,0.678337839532807,36,2319.0,0.13347548808921714,3,48.0,0.21276838606173218,147,9642.0
235.0,139,2263.0,7.75,4.657402799150241,25,2278.0,0.15253914651246922,0,17.0,0.6432686487894248,1,5.0,0.48133921327202356,1,20.0,0.8190273106740784,34,1943.0,0.07289488660364012,0,7.0,0.7319886374823589,0,8.0,0.8770538389547485,6,65.0,0.2852801681533514,2,4.0,0.5870387219380669,3,18.0,0.6659342213029803,30,2546.0,0.016629575494494012,0,6.0,0.42382903732991317,2,6.0,0.5521080429757441,2,65.0,0.4212506967899564,31,2254.0,0.08575184913693727,2,40.0,0.624636277905134,139,9282.0
240.0,122,1979.0,6.824137931034483,4.873450415270715,16,2245.0,0.1739912012952608,0,4.0,0.848976266607306,6,24.0,0.5006192643191578,1,21.0,0.7648581264991359,36,2122.0,0.025937326510674458,0,4.0,0.8948677293725215,1,10.0,0.6152933421103233,5,63.0,0.25660781444632147,0,2.0,0.5775831392960895,0,11.0,0.6772211038528605,22,2200.0,0.08706427040472935,0,8.0,0.8268506440016764,5,25.0,0.062443804055798295,2,79.0,0.1903558979602395,26,1957.0,0.062306459477706244,2,49.0,0.7347418681349601,122,8824.0
